0,1
1,1
2,2
3,1
4,1
5,1
6,0
7,0
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,1
16,0
17,3
18,1
19,1
20,3
21,0
22,0
23,3
24,1
25,1
26,0
27,1
28,2
29,2
30,3
31,1
32,0
33,0
34,0
35,0
36,0
37,1
38,3
39,0
40,1
41,3
42,3
43,0
44,2
45,0
46,3
47,2
48,0
49,0
50,0
51,1
52,0
53,1
54,0
55,3
56,3
57,3
58,1
59,0
60,3
61,1
62,0
63,1
64,2
65,0
66,0
67,0
68,0
69,1
70,0
71,0
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,3
82,1
83,0
84,1
85,0
86,1
87,1
88,1
89,0
90,1
91,0
92,3
93,1
94,1
95,0
96,0
97,1
98,3
99,3
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,1
111,1
112,1
113,0
114,1
115,0
116,0
117,0
118,0
119,1
120,3
121,0
122,0
123,1
124,3
125,1
126,0
127,3
128,0
129,0
130,0
131,1
132,3
133,0
134,0
135,1
136,1
137,0
138,0
139,1
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,3
151,0
152,0
153,0
154,1
155,0
156,0
157,1
158,2
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,1
178,0
179,0
180,1
181,3
182,1
183,0
184,0
185,0
186,0
187,0
188,3
189,3
190,3
191,3
192,0
193,0
194,0
195,0
196,1
197,3
198,0
199,1
200,0
201,1
202,0
203,0
204,0
205,2
206,1
207,1
208,0
209,0
210,0
211,0
212,1
213,1
214,0
215,3
216,0
217,1
218,0
219,1
220,0
221,0
222,2
223,1
224,0
225,1
226,0
227,0
228,1
229,0
230,1
231,0
232,0
233,0
234,1
235,2
236,0
237,1
238,3
239,0
240,0
241,1
242,0
243,0
244,0
245,1
246,3
247,3
248,0
249,2
250,0
251,0
252,1
253,1
254,1
255,0
256,1
257,2
258,1
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,3
268,3
269,0
270,0
271,1
272,3
273,1
274,0
275,0
276,0
277,3
278,0
279,3
280,0
281,0
282,3
283,0
284,3
285,1
286,0
287,0
288,0
289,3
290,0
291,1
292,3
293,3
294,1
295,1
296,0
297,1
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,1
306,0
307,3
308,3
309,1
310,1
311,1
312,0
313,1
314,2
315,0
316,1
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,3
325,0
326,0
327,0
328,0
329,0
330,2
331,1
332,2
333,3
334,3
335,1
336,3
337,0
338,1
339,1
340,0
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,0
349,3
350,0
351,0
352,0
353,3
354,0
355,0
356,1
357,1
358,1
359,0
360,0
361,1
362,1
363,3
364,3
365,0
366,1
367,3
368,0
369,1
370,0
371,1
372,3
373,0
374,0
375,0
376,1
377,0
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,3
386,0
387,0
388,0
389,0
390,0
391,1
392,0
393,1
394,1
395,2
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,3
404,0
405,1
406,0
407,0
408,2
409,0
410,1
411,0
412,3
413,0
414,0
415,0
416,3
417,0
418,3
419,3
420,1
421,1
422,1
423,0
424,0
425,3
426,2
427,1
428,1
429,0
430,0
431,0
432,0
433,1
434,0
435,1
436,0
437,1
438,1
439,0
440,0
441,0
442,0
443,3
444,0
445,1
446,1
447,3
448,0
449,1
450,3
451,0
452,1
453,0
454,1
455,0
456,0
457,1
458,0
459,3
460,0
461,0
462,0
463,0
464,3
465,0
466,0
467,0
468,0
469,0
470,0
471,3
472,1
473,1
474,0
475,1
476,0
477,2
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,3
486,0
487,1
488,1
489,3
490,0
491,0
492,0
493,0
494,0
495,2
496,3
497,0
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,3
510,2
511,0
512,0
513,1
514,1
515,1
516,1
517,0
518,2
519,0
520,3
521,0
522,3
523,0
524,3
525,3
526,0
527,0
528,0
529,3
530,0
531,3
532,0
533,0
534,1
535,0
536,3
537,1
538,0
539,0
540,0
541,1
542,0
543,0
544,3
545,1
546,0
547,0
548,1
549,0
550,0
551,3
552,0
553,0
554,1
555,0
556,0
557,3
558,1
559,0
560,0
561,0
562,0
563,0
564,3
565,1
566,0
567,3
568,0
569,1
570,0
571,0
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,0
586,1
587,3
588,0
589,0
590,0
591,0
592,0
593,2
594,0
595,0
596,3
597,0
598,0
599,0
600,0
601,0
602,3
603,0
604,0
605,0
606,3
607,1
608,3
609,1
610,0
611,0
612,1
613,3
614,3
615,0
616,0
617,1
618,0
619,0
620,0
621,0
622,3
623,0
624,3
625,0
626,1
627,0
628,0
629,1
630,1
631,0
632,2
633,0
634,0
635,0
636,0
637,3
638,0
639,0
640,0
641,1
642,3
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,1
652,3
653,2
654,0
655,0
656,2
657,0
658,0
659,0
660,0
661,2
662,0
663,0
664,1
665,1
666,3
667,0
668,1
669,1
670,3
671,2
672,1
673,0
674,0
675,0
676,0
677,1
678,0
679,0
680,0
681,1
682,0
683,0
684,0
685,0
686,0
687,1
688,1
689,1
690,0
691,3
692,0
693,3
694,0
695,1
696,0
697,0
698,1
699,0
700,3
701,1
702,3
703,0
704,1
705,0
706,0
707,3
708,0
709,1
710,0
711,1
712,0
713,1
714,2
715,3
716,1
717,0
718,0
719,3
720,0
721,3
722,0
723,0
724,1
725,1
726,2
727,1
728,0
729,1
730,3
731,0
732,0
733,0
734,0
735,0
736,3
737,0
738,1
739,1
740,0
741,0
742,3
743,2
744,1
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,0
754,3
755,2
756,0
757,0
758,3
759,0
760,0
761,1
762,1
763,0
764,3
765,3
766,0
767,1
768,0
769,1
770,0
771,0
772,0
773,0
774,0
775,1
776,3
777,3
778,0
779,0
780,0
781,2
782,3
783,0
784,0
785,2
786,0
787,1
788,1
789,0
790,1
791,0
792,2
793,0
794,1
795,1
796,0
797,0
798,3
799,0
800,0
801,1
802,3
803,0
804,0
805,0
806,1
807,0
808,3
809,3
810,0
811,3
812,0
813,0
